,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
64,20,RL,119.0,10895,1,NA,4,Lvl,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,3,648.0,1,0.0,324.0,972.0,GasA,3,1,SBrkr,972,0,0,972,0.0,0.0,1,0,3,1,3,5,7,0,0,Attchd,1955.0,1,1.0,305.0,3,3,3,0,0,205,0,0,0,0,3,NA,0,6,2010,WD,Normal
65,190,RL,70.0,13587,1,NA,4,Lvl,Inside,3,NAmes,Norm,Norm,2fmCon,1Story,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,3,3,532.0,1,0.0,456.0,988.0,GasA,3,1,SBrkr,988,0,0,988,1.0,0.0,1,0,2,1,3,5,7,0,0,Attchd,1958.0,1,1.0,264.0,3,3,3,0,0,0,0,0,0,0,1,NA,0,4,2010,WD,Abnorml
66,30,RL,65.0,7898,1,NA,4,Lvl,Corner,3,NAmes,Norm,Norm,1Fam,1Story,4,7,1920,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,576.0,576.0,GasA,4,1,SBrkr,985,0,0,985,0.0,1.0,1,0,2,1,3,4,7,0,0,Detchd,1989.0,1,2.0,676.0,3,3,1,0,0,0,0,0,0,0,1,NA,0,4,2010,WD,Normal
67,50,RL,60.0,8064,1,NA,4,Lvl,Inside,3,NAmes,Artery,Norm,1Fam,1.5Fin,6,8,1948,2004,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,1,5,481.0,3,174.0,161.0,816.0,GasA,3,1,SBrkr,816,408,0,1224,1.0,0.0,1,0,3,1,3,5,7,0,0,Detchd,1950.0,1,1.0,280.0,3,3,3,414,0,0,0,0,0,0,3,NA,0,5,2010,WD,Normal
68,20,RL,81.0,7635,1,NA,3,Lvl,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,588.0,2,350.0,237.0,1175.0,GasA,5,1,SBrkr,1175,0,0,1175,0.0,0.0,1,1,3,1,3,6,7,0,0,Detchd,1960.0,2,2.0,484.0,3,3,3,0,0,0,0,0,0,0,1,NA,0,6,2010,WD,Normal
69,20,RL,80.0,9760,1,NA,4,Lvl,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1984,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,218.0,3,3,CBlock,3,3,4,4,717.0,2,263.0,415.0,1395.0,GasA,3,1,SBrkr,1395,0,0,1395,1.0,0.0,1,0,2,1,3,7,6,1,3,Attchd,1963.0,2,2.0,440.0,3,3,3,657,0,113,0,240,0,0,1,NA,0,5,2010,WD,Normal
70,50,RM,60.0,4800,1,NA,4,Lvl,Corner,3,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1900,1954,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,771.0,3,3,PConc,3,3,1,5,48.0,1,0.0,661.0,709.0,GasA,3,1,SBrkr,1157,687,0,1844,1.0,0.0,1,0,3,1,3,9,5,2,4,Basment,1900.0,1,1.0,240.0,3,3,3,84,0,0,0,0,0,0,1,NA,0,1,2010,COD,Abnorml
71,30,RM,56.0,4485,1,Grvl,4,Lvl,Inside,3,OldTown,Artery,Norm,1Fam,1Story,5,7,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,4,579.0,1,0.0,357.0,936.0,GasA,3,1,SBrkr,936,0,0,936,1.0,0.0,1,0,2,1,3,5,7,1,4,NA,0.0,0,0.0,0.0,0,0,2,51,0,135,0,0,0,0,4,NA,0,5,2010,WD,Normal
72,20,RM,69.0,5805,1,Grvl,4,Bnk,Inside,2,OldTown,Norm,Norm,1Fam,1Story,5,7,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,2,4,274.0,3,1073.0,0.0,1347.0,GasA,4,1,SBrkr,1347,0,0,1347,1.0,1.0,1,0,3,1,4,6,7,0,0,Detchd,1957.0,1,2.0,551.0,3,3,3,0,0,0,0,0,0,0,1,NA,0,6,2010,WD,Normal
73,45,RM,50.0,6900,1,NA,4,Lvl,Corner,3,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1938,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,827.0,827.0,GasA,4,1,SBrkr,827,424,0,1251,0.0,0.0,1,0,3,1,2,6,7,0,0,Detchd,1938.0,1,1.0,240.0,2,3,1,0,0,0,0,0,0,0,1,NA,0,1,2010,WD,Normal
74,50,RM,69.0,11851,1,NA,4,Lvl,Inside,3,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,3,3,1,4,780.0,1,0.0,247.0,1027.0,GasA,5,1,SBrkr,1027,606,0,1633,0.0,0.0,1,0,3,1,4,7,7,1,4,Detchd,1948.0,1,1.0,240.0,3,3,3,0,100,126,0,0,0,0,1,NA,0,6,2010,WD,Normal
75,50,RM,69.15971935617004,8239,1,NA,4,Lvl,Inside,3,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1920,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,3,176.0,1,0.0,832.0,1008.0,GasA,3,1,SBrkr,1060,185,0,1245,0.0,0.0,1,0,3,1,3,6,7,0,0,Detchd,1962.0,1,1.0,315.0,3,3,3,0,0,334,0,0,0,0,1,NA,0,3,2010,WD,Normal
76,30,RM,68.0,9656,1,NA,4,Lvl,Inside,3,OldTown,Norm,Norm,1Fam,1Story,2,2,1923,1970,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,2,BrkTil,2,2,1,1,0.0,1,0.0,678.0,678.0,GasA,3,0,SBrkr,832,0,0,832,0.0,0.0,1,0,2,1,3,5,7,1,4,Detchd,1928.0,1,2.0,780.0,2,2,1,0,0,0,0,0,0,0,1,NA,0,6,2010,WD,Abnorml
77,70,RM,60.0,9600,1,Grvl,4,Lvl,Corner,3,OldTown,Norm,Norm,1Fam,2Story,8,9,1900,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,3,3,1,1,0.0,1,0.0,930.0,930.0,GasW,3,0,SBrkr,930,636,0,1566,0.0,0.0,2,0,3,1,4,7,7,0,0,Detchd,1930.0,1,1.0,288.0,3,3,3,54,228,246,0,0,0,0,1,NA,0,4,2010,WD,Abnorml
78,70,RM,50.0,9000,1,Grvl,4,Lvl,Inside,3,OldTown,Norm,Norm,1Fam,2Story,8,9,1890,2002,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,Stone,2,2,1,1,0.0,1,0.0,346.0,346.0,GasA,5,1,SBrkr,1157,1111,0,2268,0.0,0.0,3,0,3,1,4,7,7,0,0,Detchd,2003.0,1,2.0,624.0,3,3,1,0,108,0,0,0,0,0,1,NA,0,4,2010,WD,Normal
79,190,RM,100.0,9045,1,NA,4,Lvl,Inside,3,OldTown,Norm,Norm,2fmCon,2Story,5,3,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,BrkTil,3,3,2,1,0.0,1,0.0,840.0,840.0,Grav,2,0,FuseF,1128,1128,0,2256,0.0,0.0,2,0,4,2,2,12,7,0,0,NA,0.0,0,0.0,0.0,0,0,1,0,18,18,0,0,0,0,1,NA,0,6,2010,WD,Abnorml
80,70,RM,60.0,10560,1,NA,4,Lvl,Inside,3,OldTown,Norm,Norm,1Fam,2Story,6,7,1922,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,2,3,1,3,283.0,1,0.0,455.0,738.0,GasA,5,1,SBrkr,868,602,0,1470,0.0,0.0,1,1,2,1,3,6,6,0,0,Detchd,1970.0,1,2.0,624.0,3,3,3,0,0,0,0,0,0,0,1,NA,0,6,2010,WD,Normal
81,50,RM,53.0,5830,1,NA,4,Lvl,Corner,3,BrkSide,Feedr,Feedr,1Fam,1.5Fin,5,6,1950,1997,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,3,788.0,1,0.0,200.0,988.0,GasA,5,1,SBrkr,1030,582,0,1612,0.0,0.0,1,1,3,1,3,7,7,0,0,Detchd,1950.0,1,1.0,363.0,3,3,3,0,0,0,0,0,0,0,4,NA,0,3,2010,WD,Normal
82,75,RL,69.15971935617004,7793,1,NA,3,Bnk,Corner,3,BrkSide,Norm,Norm,1Fam,2.5Unf,7,7,1922,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,1,4,474.0,1,0.0,634.0,1108.0,GasA,3,0,FuseA,1160,908,0,2068,0.0,0.0,1,1,3,1,4,8,7,1,4,Detchd,1928.0,1,1.0,315.0,3,3,3,0,0,60,0,0,0,0,1,NA,0,5,2010,WD,Normal
83,30,RM,50.0,5000,1,NA,4,Lvl,Inside,3,BrkSide,Feedr,Norm,1Fam,1Story,4,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,3,188.0,1,0.0,577.0,765.0,GasA,3,0,FuseF,765,0,0,765,1.0,0.0,1,0,2,1,4,4,7,0,0,Detchd,1926.0,1,1.0,200.0,2,3,2,135,0,41,0,0,0,0,4,NA,0,4,2010,WD,Normal
84,50,RM,50.0,6000,1,NA,4,Lvl,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,4,1,4,452.0,2,12.0,144.0,608.0,GasA,3,1,SBrkr,608,524,0,1132,1.0,0.0,1,0,2,1,3,5,7,0,0,Detchd,1939.0,1,1.0,240.0,3,3,3,0,0,128,0,0,0,0,4,NA,0,4,2010,WD,Abnorml
85,50,RM,50.0,6000,1,NA,4,Lvl,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,2,264.0,1,0.0,308.0,572.0,GasA,5,1,FuseA,848,348,0,1196,0.0,1.0,1,1,3,1,3,6,7,2,4,Detchd,1973.0,1,2.0,576.0,3,3,3,0,0,0,0,0,0,0,1,NA,0,3,2010,WD,Normal
86,50,RM,53.0,6360,1,NA,4,Lvl,Corner,3,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,6,1942,1950,Gable,CompShg,MetalSd,MetalSd,Stone,300.0,3,3,CBlock,3,3,1,3,360.0,2,159.0,316.0,835.0,GasA,3,1,FuseA,955,498,0,1453,0.0,0.0,1,1,3,1,4,7,5,2,2,Detchd,1942.0,1,1.0,240.0,3,3,3,0,0,35,0,148,0,0,1,NA,0,3,2010,WD,Normal
87,50,RM,50.0,6000,1,NA,4,Lvl,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,300.0,1,0.0,480.0,780.0,GasA,3,1,SBrkr,780,636,0,1416,0.0,0.0,1,1,3,1,3,6,7,0,0,Detchd,1948.0,1,1.0,312.0,3,3,2,221,0,48,0,0,0,0,1,NA,0,3,2010,WD,Normal
88,50,RM,52.0,6240,1,NA,4,Lvl,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1936,1980,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,2,1,3,276.0,1,0.0,252.0,528.0,GasA,4,1,SBrkr,548,492,0,1040,0.0,0.0,1,0,2,1,3,5,7,0,0,Detchd,1979.0,3,2.0,624.0,3,3,2,306,0,32,0,0,0,0,1,NA,0,5,2010,WD,Normal
89,50,RM,52.0,6240,1,NA,4,Lvl,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1930,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,2,448.0,1,0.0,480.0,928.0,GasA,3,1,FuseF,928,608,0,1536,0.0,0.0,2,0,4,1,3,7,7,1,4,Detchd,1930.0,1,2.0,480.0,3,3,3,0,10,0,0,0,0,0,4,NA,0,3,2010,WD,Normal
90,30,RM,51.0,6120,1,NA,4,Lvl,Inside,3,OldTown,Artery,Norm,1Fam,1Story,6,5,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,2,1,5,960.0,1,0.0,164.0,1124.0,GasA,3,1,SBrkr,1068,0,0,1068,1.0,0.0,1,0,2,1,3,5,7,1,4,Detchd,1923.0,1,1.0,288.0,3,3,3,0,0,128,0,0,0,0,1,NA,0,3,2010,WD,Normal
91,50,RM,57.0,8094,1,Grvl,4,Lvl,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,3,3,1,1,0.0,1,0.0,888.0,888.0,GasA,5,1,SBrkr,888,1074,0,1962,0.0,0.0,1,1,4,1,3,9,7,1,3,Detchd,1915.0,1,2.0,572.0,3,3,3,160,0,364,0,0,0,0,5,NA,0,6,2010,WD,Normal
92,70,RM,60.0,12900,1,Grvl,4,Lvl,Inside,3,OldTown,Norm,Norm,1Fam,2Story,6,8,1912,2009,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,PConc,3,3,1,1,0.0,1,0.0,780.0,780.0,GasA,5,1,SBrkr,780,780,0,1560,0.0,0.0,1,1,3,1,4,7,7,0,0,NA,0.0,0,0.0,0.0,0,0,1,344,0,0,0,168,0,0,1,NA,0,5,2010,WD,Normal
93,70,RM,52.0,3068,1,Grvl,4,Lvl,Inside,3,OldTown,Norm,Norm,1Fam,2Story,6,8,1920,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,3,3,1,1,0.0,1,0.0,662.0,662.0,GasA,5,1,SBrkr,662,662,0,1324,0.0,1.0,1,0,3,1,3,6,7,0,0,Detchd,1920.0,1,1.0,180.0,3,3,3,0,0,112,0,0,0,0,5,NA,0,2,2010,WD,Normal
94,20,RL,100.0,15263,1,NA,3,Lvl,Inside,3,ClearCr,Feedr,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,90.0,3,3,CBlock,4,3,1,3,766.0,1,0.0,656.0,1422.0,GasA,4,1,SBrkr,1675,0,0,1675,0.0,0.0,2,0,3,1,3,8,7,2,4,Attchd,1959.0,1,1.0,365.0,3,3,3,0,132,0,0,0,0,0,1,NA,0,5,2010,WD,Normal
95,50,RL,72.0,10632,1,NA,3,Lvl,Inside,3,ClearCr,Norm,Norm,1Fam,1.5Fin,5,3,1917,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,2,1,1,0.0,1,0.0,689.0,689.0,GasA,4,0,SBrkr,725,499,0,1224,0.0,0.0,1,1,3,1,3,6,4,0,0,Detchd,1917.0,1,1.0,180.0,2,2,1,0,0,248,0,0,0,0,1,NA,0,1,2010,COD,Normal
96,190,RL,60.0,9900,1,NA,4,Lvl,Inside,3,SWISU,Norm,Norm,2fmCon,1.5Fin,5,4,1915,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,2,2,BrkTil,3,3,1,3,1026.0,1,0.0,186.0,1212.0,GasA,3,0,SBrkr,1212,180,0,1392,1.0,0.0,1,0,3,1,3,6,7,0,0,NA,0.0,0,0.0,0.0,0,0,1,0,0,168,0,0,0,0,1,NA,0,2,2010,ConLD,Normal
97,50,RL,65.0,6001,1,NA,3,Bnk,Inside,2,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,2,3,1,2,368.0,1,0.0,232.0,600.0,GasA,5,0,SBrkr,600,319,0,919,0.0,0.0,1,0,3,1,3,5,7,0,0,Detchd,1940.0,1,1.0,231.0,3,3,3,0,0,45,0,0,0,0,4,NA,0,3,2010,WD,Normal
98,70,C (all),69.15971935617004,6449,1,NA,3,Lvl,Inside,3,SWISU,Norm,Norm,1Fam,2Story,4,1,1907,1950,Gambrel,CompShg,Wd Sdng,Stucco,None,0.0,3,3,CBlock,3,3,1,3,73.0,1,0.0,634.0,707.0,GasW,3,0,SBrkr,942,942,0,1884,0.0,0.0,1,1,4,1,3,7,7,0,0,NA,0.0,0,0.0,0.0,0,0,1,0,0,239,0,0,0,0,1,NA,0,3,2010,WD,Abnorml
99,190,RH,60.0,6048,1,NA,4,Lvl,Corner,3,SWISU,Artery,Norm,2fmCon,1.5Fin,5,7,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3,3,2,2,736.0,1,0.0,120.0,856.0,GasA,4,1,SBrkr,936,744,0,1680,1.0,0.0,2,0,2,2,3,7,7,1,4,Detchd,1910.0,1,2.0,450.0,3,2,2,56,144,0,0,0,0,0,1,NA,0,6,2010,COD,Normal
100,90,RL,72.0,10773,1,NA,4,Lvl,Inside,3,Sawyer,Norm,Norm,Duplex,1Story,4,3,1967,1967,Gable,Tar&Grv,Plywood,Plywood,BrkFace,72.0,2,2,CBlock,3,3,1,5,704.0,1,0.0,1128.0,1832.0,GasA,3,0,SBrkr,1832,0,0,1832,2.0,0.0,2,0,4,2,3,8,7,0,0,NA,0.0,0,0.0,0.0,0,0,3,0,58,0,0,0,0,0,1,NA,0,5,2010,WD,Normal
101,20,RL,65.0,7800,1,NA,4,Lvl,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,2008,Hip,CompShg,HdBoard,HdBoard,BrkFace,47.0,3,3,CBlock,3,3,2,4,240.0,3,474.0,150.0,864.0,GasA,5,1,SBrkr,892,0,0,892,1.0,0.0,1,0,3,1,4,5,7,0,0,Detchd,1966.0,1,1.0,416.0,3,3,3,0,0,0,0,0,0,0,1,NA,0,6,2010,WD,Normal
102,20,RL,65.0,7832,1,NA,4,Lvl,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,6,775.0,1,0.0,89.0,864.0,GasA,5,1,SBrkr,864,0,0,864,1.0,0.0,1,0,2,1,3,4,7,0,0,Detchd,1969.0,1,1.0,280.0,3,3,3,226,0,0,0,0,0,0,1,NA,0,5,2010,WD,Normal
103,90,RL,69.15971935617004,7424,1,NA,3,Lvl,Inside,3,Sawyer,Norm,Norm,Duplex,SFoyer,5,5,1978,1978,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,3,6,1319.0,1,0.0,0.0,1319.0,GasA,3,1,SBrkr,1373,0,0,1373,1.0,0.0,1,0,3,1,3,5,7,2,3,Attchd,1978.0,3,2.0,591.0,3,3,3,0,0,0,0,0,0,0,1,NA,0,5,2010,WD,Normal
104,60,RL,86.0,11227,1,NA,4,Lvl,Inside,3,Sawyer,Norm,Norm,1Fam,2Story,5,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,4,1,3,267.0,5,453.0,0.0,720.0,GasA,5,1,SBrkr,720,720,0,1440,0.0,0.0,1,1,4,1,3,7,7,2,3,Attchd,1968.0,1,2.0,480.0,3,3,3,192,38,0,0,0,0,0,4,NA,0,3,2010,WD,Normal
105,20,RL,69.15971935617004,20062,1,NA,3,Low,Inside,2,ClearCr,Norm,Norm,1Fam,1Story,7,7,1977,2001,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,CBlock,4,3,4,5,1092.0,1,0.0,328.0,1420.0,GasA,4,1,SBrkr,1483,0,0,1483,1.0,0.0,1,1,1,1,3,4,7,2,3,Attchd,1977.0,2,2.0,690.0,3,3,3,496,0,0,0,0,0,0,1,NA,0,4,2010,WD,Normal
106,30,RL,94.0,9259,1,NA,4,Lvl,Corner,3,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1927,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,3,1,1,0.0,1,0.0,660.0,660.0,GasA,3,0,SBrkr,756,0,0,756,0.0,0.0,1,0,2,1,3,4,7,0,0,Detchd,1945.0,1,2.0,440.0,3,3,1,80,0,0,0,0,0,0,1,NA,0,6,2010,WD,Normal
107,60,RL,69.15971935617004,17082,1,NA,3,Low,CulDSac,2,ClearCr,Norm,Norm,1Fam,2Story,6,5,1978,1992,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,3,3,PConc,4,3,3,5,964.0,1,0.0,153.0,1117.0,GasA,5,1,SBrkr,1117,864,0,1981,1.0,0.0,2,1,4,1,4,8,7,1,3,Attchd,1978.0,3,2.0,522.0,3,3,3,336,104,0,0,0,0,0,1,NA,0,5,2010,WD,Normal
108,50,RL,124.0,18600,1,NA,4,Lvl,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,3,4,1938,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,2,4,288.0,2,684.0,0.0,972.0,GasA,3,1,FuseA,1052,558,0,1610,0.0,1.0,2,0,4,1,2,8,7,1,4,Attchd,1938.0,2,1.0,480.0,3,3,3,0,0,60,0,0,0,0,1,Shed,450,6,2010,WD,Normal
109,20,RL,65.0,11479,1,NA,4,Lvl,Inside,3,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,1987,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,3,CBlock,3,3,1,6,104.0,3,387.0,172.0,663.0,GasA,5,1,SBrkr,1074,0,0,1074,1.0,0.0,1,0,3,1,4,6,7,1,3,Attchd,1987.0,1,1.0,467.0,3,3,3,0,52,52,0,0,0,0,4,NA,0,6,2010,WD,Normal
110,50,RL,50.0,9350,1,NA,4,Bnk,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1947,1979,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,2,1,2,192.0,1,0.0,564.0,756.0,GasA,5,1,SBrkr,1169,0,362,1531,0.0,0.0,1,0,3,1,3,8,7,1,3,Detchd,1947.0,1,1.0,209.0,2,3,3,0,0,0,0,0,0,0,4,NA,0,6,2010,WD,Normal
111,20,RL,75.0,9525,1,NA,4,Lvl,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,7,1954,1998,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,3,4,954.0,1,0.0,218.0,1172.0,GasA,3,1,SBrkr,1172,0,0,1172,1.0,0.0,1,0,3,1,3,5,7,0,0,Attchd,1954.0,3,1.0,366.0,3,3,3,240,0,0,0,0,0,0,1,NA,0,6,2010,WD,Normal
112,20,RL,44.0,17485,1,NA,2,Lvl,Inside,3,Edwards,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,96.0,4,3,PConc,4,3,4,6,1346.0,1,0.0,162.0,1508.0,GasA,5,1,SBrkr,1508,0,0,1508,1.0,0.0,1,0,1,1,4,5,7,2,3,Attchd,2009.0,2,2.0,572.0,3,3,3,0,0,0,0,0,0,0,1,NA,0,1,2010,Con,Partial
113,20,RL,69.15971935617004,11200,1,NA,3,Lvl,CulDSac,3,Edwards,Norm,Norm,1Fam,1Story,5,3,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,CBlock,3,3,2,1,0.0,1,0.0,1250.0,1250.0,GasA,5,1,SBrkr,1298,0,0,1298,0.0,0.0,2,0,3,1,3,5,7,0,0,Detchd,1964.0,1,2.0,504.0,3,2,1,0,144,0,0,0,0,0,1,NA,0,6,2010,COD,Normal
114,20,RL,83.0,11980,1,NA,4,Low,Inside,2,SawyerW,Norm,Norm,1Fam,1Story,7,5,1987,1987,Gable,CompShg,Plywood,Plywood,BrkFace,177.0,4,3,CBlock,4,3,4,6,1433.0,1,0.0,0.0,1433.0,GasA,5,1,SBrkr,1433,0,0,1433,1.0,0.0,1,1,1,1,4,4,7,2,3,Attchd,1987.0,2,2.0,528.0,4,4,3,0,278,0,0,266,0,0,4,NA,0,6,2010,WD,Normal
115,60,RL,87.0,12361,1,NA,3,Lvl,CulDSac,3,SawyerW,Norm,Norm,1Fam,2Story,6,7,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,85.0,4,4,PConc,4,3,1,6,860.0,1,0.0,86.0,946.0,GasA,5,1,SBrkr,964,838,0,1802,0.0,1.0,2,1,3,1,4,8,7,1,4,2Types,2000.0,2,4.0,1017.0,3,3,3,450,92,0,0,0,0,0,1,NA,0,5,2010,WD,Normal
116,20,RL,64.0,7360,1,NA,4,Lvl,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2010,2010,Gable,CompShg,VinylSd,VinylSd,Stone,80.0,4,3,PConc,4,3,1,6,24.0,1,0.0,1198.0,1222.0,GasA,5,1,SBrkr,1222,0,0,1222,0.0,0.0,2,0,2,1,4,6,7,0,0,Attchd,2009.0,2,2.0,615.0,3,3,3,0,54,0,0,0,0,0,1,NA,0,3,2010,WD,Normal
117,50,RL,82.0,14235,1,NA,3,Lvl,Inside,3,SawyerW,Norm,Norm,1Fam,1.5Fin,6,8,1900,1993,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,3,PConc,2,4,1,1,0.0,1,0.0,676.0,676.0,GasA,3,1,SBrkr,831,614,0,1445,0.0,0.0,2,0,3,1,3,6,7,0,0,Detchd,1957.0,1,2.0,484.0,3,3,1,0,59,0,0,0,0,0,1,NA,0,3,2010,WD,Normal
118,85,RL,82.0,11105,1,NA,4,Lvl,Corner,3,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,4,2,3,6,870.0,1,0.0,0.0,870.0,GasA,4,1,SBrkr,965,0,0,965,1.0,0.0,1,0,2,1,3,4,7,0,0,Attchd,1998.0,1,2.0,580.0,4,3,3,71,0,0,0,0,0,0,5,NA,0,7,2010,WD,Normal
119,60,RL,69.15971935617004,9337,1,NA,3,Lvl,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,5,353.0,1,0.0,525.0,878.0,GasA,5,1,SBrkr,892,800,0,1692,0.0,0.0,2,1,3,1,3,8,7,1,3,Attchd,1997.0,2,2.0,513.0,3,3,3,0,39,0,0,0,0,0,1,NA,0,4,2010,WD,Normal
